"","price","bedrooms","bathrooms","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode"
"117",5350000,4,1,2982,1.5,0,0,4,1610,0,94,94,"500144"
"118",6600000,3,2.5,6474,1,0,2,3,1560,840,55,55,"500177"
"119",3915000,3,2,9132,1,0,0,3,1450,0,32,32,"500034"
"120",3950000,2,1,6000,1,0,0,3,770,0,66,66,"500117"
"121",7700000,3,2.25,10204,2,0,0,3,2910,0,29,29,"500052"
"122",14500000,4,2.75,17789,1.5,0,0,3,1980,770,105,27,"500004"
"123",4450000,3,2.25,8201,1,0,2,3,1620,480,52,52,"500178"
"124",2600000,4,2.25,8811,1,0,0,3,1360,800,41,41,"500023"
"125",8225000,5,3.5,4960,2,0,0,5,1720,600,93,93,"500103"
"126",4300000,3,2.5,4310,2,0,0,3,2070,0,15,15,"500065"
"127",2120000,3,1.75,7875,1,0,0,4,1060,0,33,33,"500092"
"128",6605000,4,2.25,9603,1,0,0,3,1440,570,33,33,"500027"
"129",7840000,3,3.5,111078,1.5,0,0,3,2460,1490,30,30,"500052"
"130",4532460,3,2.5,2287,2,0,0,3,1390,620,5,5,"500029"
"131",6750000,4,3.5,2278,3,0,0,3,2140,0,14,14,"500107"
"132",1990000,3,1.75,17390,1,0,0,4,1320,0,63,63,"500003"
"133",2200000,4,1.75,7840,1,0,0,3,1010,1010,51,51,"500003"
"134",4520000,4,2.25,10002,1,0,0,4,1340,1250,51,51,"500028"
"135",3825000,2,1,4440,1,0,0,3,1190,0,38,38,"500125"
"136",5199500,3,2.25,1249,3,0,0,3,1170,0,5,5,"500107"
"137",6650000,2,1,3200,1,0,0,3,1110,0,94,94,"500119"
"138",5277000,5,2.5,9375,1,0,0,4,1550,1270,51,51,"500006"
"139",2050000,3,1,8579,1,0,0,4,1010,600,57,57,"500058"
"140",4200000,3,1,8097,1,0,0,4,940,120,96,96,"500133"
"141",5000000,4,2.25,8517,1,0,0,4,1380,650,58,58,"500006"
"142",9215000,4,2.5,315374,2,0,0,4,3670,0,25,25,"500077"
"143",8900000,4,1,4000,2,0,0,3,2370,180,114,114,"500109"
"144",4300000,2,2.5,60984,2,0,0,3,2420,0,12,12,"500027"
"145",2580000,5,2,12500,1,0,0,4,1130,1130,59,59,"500032"
"146",5110000,3,1,3455,1,0,0,3,980,450,72,72,"500103"
"147",5321700,3,2,3090,2,0,0,3,1360,0,29,29,"500103"
"148",5600000,3,1,5000,1.5,0,0,3,1110,0,72,72,"500107"
"149",2829500,3,1,8200,1,0,0,4,1250,0,65,65,"500003"
"150",22500000,4,3.25,19850,2,0,3,3,3540,1640,13,13,"500006"
"151",3500000,1,1,5100,1,0,0,3,700,0,77,77,"500115"
"152",2150000,3,1,7669,1,0,0,4,1180,0,52,52,"500058"
"153",6500000,5,3.5,25245,2,0,0,3,2500,1460,23,23,"500056"
"154",3200000,4,2.75,7500,1,0,0,3,1620,1020,52,52,"500023"
"155",2470000,3,2,7198,1.5,0,0,3,1270,0,103,6,"500022"
"156",3200000,4,1.75,11180,1,0,0,4,1760,0,51,51,"500059"
"157",2550000,5,2.25,8632,1,0,0,3,1030,1030,57,57,"500146"
"158",4380000,3,1.75,9660,1,0,0,3,1780,0,57,57,"500034"
"159",9000000,3,2.5,16603,2,0,0,3,3400,0,19,19,"500075"
"160",4410000,3,2.75,7280,1,0,0,3,1160,750,40,40,"500034"
"161",4200000,3,2,38332,1,0,0,4,1010,1010,44,44,"500027"
"162",3700000,3,1.75,7000,1,0,0,3,1180,400,43,43,"500034"
"163",2699500,2,1.75,7250,1,0,0,5,700,640,70,70,"500198"
"164",8071000,4,2.5,4499,2,0,0,3,2680,0,20,20,"500006"
"165",6530000,3,2.5,9750,1,0,0,4,1610,1070,40,40,"500034"
"166",3715000,3,2,8336,1,0,0,5,1370,0,55,55,"500133"
"167",2840000,3,1.75,21000,1,0,0,3,1560,0,65,65,"500166"
"168",2720000,3,1.75,7140,1,0,0,4,1670,490,41,41,"500023"
"169",3130000,3,1.5,7912,1.5,0,0,3,1340,0,64,64,"500133"
"170",9175000,4,2.5,35003,2,0,0,3,2570,1310,35,35,"500033"
"171",6730000,4,2.25,8190,2,0,0,4,2590,0,39,39,"500006"
"172",4250000,3,2.5,1100,2,0,0,3,820,300,11,11,"500122"
"173",3999500,5,2.75,5400,1,0,0,3,1320,650,33,33,"500144"
"174",3850000,3,1,4800,1,0,0,3,1220,0,118,118,"500122"
"175",2699500,3,1.5,7560,1,0,2,4,1320,630,44,44,"500022"
"176",3300000,2,1,8220,1,0,0,3,1060,290,70,70,"500177"
"177",2600000,3,2.5,5797,2,0,0,3,1670,0,31,31,"500030"
"178",4700000,4,3,5125,1.5,0,0,4,1680,700,94,94,"500126"
"179",5890000,4,3,9600,2,0,0,5,2440,0,58,58,"500034"
"180",1635000,2,1.5,3419,2,0,0,3,1050,0,23,23,"500038"
"181",8350000,4,2.75,13412,2,0,0,3,2140,990,26,26,"500052"
"182",11000000,5,3,12850,1,0,2,4,2090,2000,33,33,"500033"
"183",2690000,4,1.75,10000,1,0,0,4,1100,390,50,50,"500023"
"184",5600000,3,2.5,8744,2,0,0,3,1900,0,32,32,"500074"
"185",6150000,4,1,2400,1.5,0,0,4,1330,0,118,118,"500103"
"186",5851880,3,2.25,10026,1,0,0,3,1430,800,44,44,"500052"
"187",3050000,3,1.75,9480,1,0,0,3,1220,430,42,42,"500034"
"188",1669500,3,1,8820,1,0,0,3,1190,0,60,60,"500058"
"189",7990000,3,2.5,9897,1,0,0,4,2140,0,60,60,"500040"
"190",4000000,3,2.5,7508,1,0,0,4,1420,760,57,57,"500133"
"191",2300000,3,1,10228,1,0,0,3,1060,0,71,71,"500155"
"192",2568830,3,2.5,5025,2,0,0,3,1690,0,16,16,"500023"
"193",4230000,4,2,6480,1.5,0,0,5,1130,840,99,99,"500108"
"194",4650000,3,2.5,4084,2,0,0,3,2150,0,12,12,"500126"
"195",4400000,3,2.5,66211,2,0,0,3,1910,0,22,22,"500024"
"196",2100000,2,1,11725,1,0,0,4,860,0,76,76,"500056"
"197",2970000,3,2.5,14952,2,0,0,3,1940,0,25,25,"500042"
"198",2265000,3,1.5,7370,1,0,0,4,900,400,43,43,"500023"
"199",2742500,3,1,8450,1,0,0,4,910,0,57,57,"500059"
"200",8400000,4,1.75,11010,1,0,0,4,1630,850,53,53,"500040"
"201",6779000,3,2.5,4587,2,0,0,3,2440,0,9,9,"500052"
"202",4250000,3,1,5864,1,0,0,3,1010,0,104,104,"500116"
"203",1802500,2,0.75,9600,1,0,0,3,900,0,78,78,"500166"
"204",4640000,6,3,3404,2,0,0,3,1600,700,99,25,"500133"
"205",3200000,4,2.25,7579,2,0,0,3,1550,0,26,26,"500038"
"206",6255040,3,2.25,1566,2,0,0,3,1060,210,5,5,"500105"
"207",5925000,4,2.5,12032,1,0,0,3,2240,0,36,36,"500074"
"208",4650000,3,2.5,17936,2,0,0,3,2714,0,14,14,"500001"
"209",4770000,4,2.75,6270,2,0,0,3,1720,0,41,41,"500118"
"210",2800000,2,1,16400,1,0,0,3,850,0,96,96,"500168"
"211",15100000,5,3,33474,1,0,3,3,1870,1430,62,28,"500040"
"212",4458380,3,2.5,5692,2,0,0,3,2250,0,19,19,"500146"
"213",10700000,2,2.25,14864,1,0,3,3,1950,1950,72,72,"500144"
"214",4670000,2,1.5,10800,1,0,0,4,1320,0,72,72,"500177"
"215",6860000,4,2.5,6440,2,0,0,3,2760,0,20,20,"500075"
"216",2799500,3,2,9750,1,0,0,3,1350,400,58,58,"500198"
"217",5270000,4,2.25,19436,2,0,0,3,2330,0,32,32,"500011"
"218",3250000,3,2.25,16020,1,0,0,4,1780,440,53,53,"500030"
"219",3280000,3,2.25,8379,2,0,0,3,2020,0,25,25,"500038"
"220",3900000,3,2.25,7500,1,0,0,5,1250,0,77,77,"500146"
"221",4799500,2,2,6516,1,0,0,3,1510,0,14,14,"500053"
"222",2649500,4,2.25,9753,1,0,0,4,1120,600,41,41,"500023"
"223",2350000,3,1,15246,1,0,0,4,980,450,58,58,"500031"
"224",5165000,3,2.5,4729,2,0,0,3,1480,0,15,15,"500053"
"225",6550000,2,1.75,15798,2,1,4,3,1230,220,104,41,"500166"
"226",5000000,4,2.75,15347,1,0,0,5,2280,0,59,59,"500059"
"227",3150000,6,2.75,7350,1,0,0,3,1780,1160,41,41,"500023"
"228",2130000,2,1,10200,1,0,0,3,1000,0,58,58,"500024"
"229",4750000,3,1.5,5280,1.5,0,0,5,1620,860,72,72,"500108"
"230",10300000,5,4,28040,2,0,0,3,3760,0,36,36,"500033"
"231",4160000,3,2,94300,1,0,0,5,1640,580,43,43,"500010"
"232",4100000,4,1,4740,1.5,0,0,3,1670,300,115,14,"500122"
"233",8000000,3,3.5,221284,2,0,0,3,3530,300,26,26,"500077"
"234",4720000,6,2.5,14034,1,0,2,4,2350,2060,54,54,"500003"
"235",2250000,3,1.75,8505,1,0,0,4,1430,0,51,51,"500003"
"236",2100000,2,1,6000,1,0,0,3,830,0,79,79,"500126"
"237",4550000,2,1,5000,1.5,0,0,2,1430,0,94,94,"500115"
"238",2250000,3,1,8316,1,0,0,4,1300,0,65,65,"500002"
"239",4800000,2,1,3060,1,0,2,4,790,240,101,101,"500103"
"240",3630000,3,2.5,11872,2,0,0,3,2740,0,29,29,"500023"
"241",24000000,4,2.5,8354,1,1,4,3,1830,1820,19,19,"500074"
"242",1810000,2,1.5,5120,1,0,0,3,720,0,65,65,"500106"
"243",2500000,4,2,7312,1,0,0,4,2010,0,43,43,"500002"
"244",4810000,3,1.75,3000,1,0,0,4,770,790,101,101,"500103"
"245",2600000,3,2,7209,1,0,0,4,1240,570,41,41,"500032"
"246",4550000,4,2.5,7685,2,0,0,3,3360,0,18,18,"500058"
"247",3495000,3,1,3538,1,0,0,3,800,600,66,66,"500118"
"248",2450000,3,2.5,7442,2,0,0,3,1730,0,32,32,"500030"
"249",5925000,2,2,9191,1.5,0,2,5,1420,0,91,91,"500115"
"250",3850000,4,1.75,7620,1,0,0,4,1180,1180,64,64,"500106"
"251",3150000,3,1.75,11455,1,0,0,4,1200,380,45,45,"500059"
"252",2550000,3,1,10170,1,0,0,3,1230,0,40,40,"500045"
"253",7800000,3,1,4400,1.5,0,0,3,1460,200,108,108,"500112"
"254",2370000,3,1.75,8470,1,0,0,4,1270,0,59,59,"500198"
"255",5250000,3,2.25,40510,2,0,0,3,1320,780,40,40,"500074"
"256",4250000,2,1,5040,1,0,0,3,770,0,89,89,"500144"
"257",3699000,1,0.75,10079,1,1,4,5,760,0,83,83,"500070"
"258",2900000,4,2.5,7280,2,0,0,4,1700,0,31,31,"500031"
"259",2850000,3,1,10701,1,0,0,3,1120,0,65,65,"500106"
"260",4150000,2,1,4500,1,0,0,3,1070,0,82,82,"500115"
"261",2725000,3,2.5,9900,1,0,0,3,1420,650,40,40,"500023"
"262",29000000,4,3.25,20100,1.5,0,2,3,4750,300,37,11,"500004"
"263",13700000,4,4.75,57346,2,0,0,4,5310,0,30,30,"500077"
"264",4360000,2,1,7538,1,0,0,4,1040,0,80,80,"500133"
"265",2100000,3,1,11390,1,0,0,4,1700,0,52,52,"500003"
"266",2360000,3,1,5898,1,0,0,3,1300,0,58,58,"500178"
"267",3310000,3,1.75,1306,1,0,0,3,580,500,65,16,"500199"
"268",3650000,3,2.5,4510,2,0,0,3,2653,0,13,13,"500031"
"269",4500000,3,2,16258,1,0,0,5,2290,0,59,59,"500058"
"270",7700000,4,2.75,26300,2,0,0,3,2850,970,5,5,"500028"
"271",4550000,4,2.5,49375,1,0,0,3,2210,0,22,22,"500038"
"272",4050000,3,1.75,6000,1,0,0,3,1240,1150,111,111,"500118"
"273",3049000,4,1.75,11325,1,0,0,4,1610,990,50,50,"500031"
"274",1700000,2,1,5265,1,0,0,3,860,0,88,88,"500178"
"275",20500000,5,3,8480,2,0,1,5,2630,1200,114,25,"500122"
"276",7800000,4,2.5,7048,2,0,0,3,3500,0,14,14,"500053"
"277",3300000,3,3,13959,1,0,0,4,1740,680,31,31,"500028"
"278",3700000,4,2.5,8666,2,0,0,3,2720,0,27,27,"500030"
"279",4670000,5,2.25,13500,1,0,0,3,1850,650,40,40,"500072"
"280",4050000,3,1.75,6720,1,0,0,3,1140,530,39,39,"500034"
"281",6750000,5,2.25,10300,1,0,0,3,1450,1450,34,34,"500006"
"282",5000000,2,1,14100,1,0,0,4,1140,500,65,65,"500006"
"283",3899990,4,2.5,15770,2,0,0,4,1890,0,51,51,"500166"
"284",6300000,4,1.75,9025,1,0,2,4,1780,1170,44,44,"500034"
"285",3600000,4,2.5,9528,2,0,0,3,2160,0,27,27,"500001"
"286",5800000,4,3,11060,2,0,0,3,2270,1010,33,33,"500056"
"287",5500000,3,2,4166,2,0,3,5,1270,700,90,90,"500126"
"288",8790000,4,2.5,22111,2,0,0,3,3360,0,25,25,"500075"
"289",2650000,3,2,8959,1,0,0,3,1320,0,26,26,"500042"
"290",4465000,3,2.5,7286,2,0,0,3,2650,0,29,29,"500059"
"291",4040000,3,1.5,8880,1,0,0,3,1330,700,56,56,"500108"
"292",2675000,3,1.75,11914,1,0,2,3,1090,500,62,62,"500188"
"293",30800000,4,5,18641,1,1,4,3,2600,1950,17,17,"500074"
"294",3350000,3,2.5,7632,2,0,0,3,2440,0,21,21,"500003"
"295",5760000,3,2.5,9000,1,0,0,4,970,970,71,71,"500117"
"296",2086330,3,2.5,3810,2,0,0,3,2040,0,13,13,"500038"
"297",3150000,3,2.25,8750,1,0,0,4,1120,1080,55,55,"500166"
"298",7250000,3,1.75,3300,1,0,0,4,960,960,106,106,"500112"
"299",5500000,4,2.75,7750,1,0,0,4,1400,400,54,54,"500177"
"300",6107500,4,2.25,7297,2,0,0,3,2180,0,35,35,"500074"
"301",5507000,2,1,5000,1.5,0,0,4,1010,0,111,111,"500105"
"302",6650000,4,2.75,10574,2,0,0,5,2220,1100,59,59,"500056"
"303",8340000,4,2.5,4000,1.5,0,2,5,1980,390,91,91,"500144"
"304",2010000,5,1.75,78408,1.5,0,0,3,1660,0,104,104,"500065"
"305",23800000,5,2.5,9050,2,0,4,5,3370,280,98,98,"500119"
"306",13800000,4,3.25,12103,1,0,3,3,2690,1600,22,22,"500006"
"307",14000000,4,3.25,12103,1,0,3,3,2690,1600,22,22,"500006"
"308",3050000,4,2.25,7700,1,0,0,3,1350,600,40,40,"500058"
"309",4870000,3,2,14052,1,0,0,5,1720,870,71,71,"500133"
"310",2687500,4,1,8775,1,0,0,3,800,0,76,76,"500166"
"311",8199000,5,2.75,7119,2,0,0,3,3150,0,6,6,"500052"
"312",5200000,3,2.25,16200,2,0,0,3,2030,0,35,35,"500027"
"313",2300000,3,2,11204,1,0,0,3,1450,0,16,16,"500001"
"314",2400000,3,1.75,10248,1,0,0,3,1510,0,50,50,"500023"
"315",2320000,2,1,12092,1,0,0,3,960,280,97,35,"500146"
"316",2405000,2,1,12092,1,0,0,3,960,280,97,35,"500146"
"317",2749750,3,2.5,45004,2,0,0,3,3030,0,32,32,"500077"
"318",7400000,4,2,4400,1.5,0,0,4,2050,0,97,97,"500102"
"319",1863750,3,1,7636,1,0,0,2,1000,0,67,67,"500166"
"320",7900000,3,2.25,10289,1,0,0,4,1590,780,42,42,"500005"
"321",8800000,4,3.5,6750,2,0,0,3,1890,910,68,17,"500105"
"322",2790000,6,1.75,11180,2,0,0,4,2240,0,64,64,"500198"
"323",2950000,3,2,10530,1,0,2,3,1810,0,28,28,"500022"
"324",6400000,2,1,5000,1,0,0,3,1070,0,95,95,"500103"
"325",9400000,4,2,9525,2,0,0,5,2490,0,51,51,"500040"
"326",2600000,4,2.5,5238,2,0,0,3,1960,0,16,16,"500038"
"327",5599000,3,2.75,5569,1,0,0,3,1860,1070,15,15,"500072"
"328",7915000,4,2,3500,1.5,0,0,5,1510,0,108,108,"500103"
"329",2650000,3,1.75,8250,1,0,0,3,1420,0,65,65,"500133"
"330",2450000,3,1.75,11547,1,0,0,3,1740,0,65,65,"500178"
"331",4850000,4,1.75,43995,2,0,0,4,2560,0,57,57,"500052"
"332",6840000,4,3.5,8414,2,0,0,3,2420,620,9,9,"500059"
"333",4250000,3,1.75,6840,1,0,0,3,1300,1200,62,62,"500125"
"334",5522500,4,2.5,5823,2,0,0,3,2580,0,17,17,"500065"
"335",1650000,4,1,7134,1,0,0,3,1000,0,76,76,"500178"
"336",2399000,4,1,7134,1,0,0,3,1000,0,76,76,"500178"
"337",3200000,2,1,32633,1,0,0,4,1070,0,89,89,"500059"
"338",2066000,3,2,13464,1,0,0,4,1390,0,32,32,"500030"
"339",3870000,4,1.75,7690,1,0,0,3,1250,1250,46,46,"500155"
"340",2990000,1,0.75,12120,1,0,0,3,560,0,52,52,"500014"
"341",8550000,4,2.75,10460,2,0,0,3,2270,0,54,54,"500040"
"342",3150000,3,1,14400,1,0,0,4,1300,600,65,65,"500166"
"343",4375000,2,1,3120,1,0,2,5,790,200,112,112,"500103"
"344",2520000,4,1.5,19800,1,0,0,4,1050,500,50,50,"500001"
"345",3750000,4,1.75,7475,1,0,0,5,1100,1100,64,64,"500118"
"346",3000000,3,2.5,4862,2,0,0,3,1910,0,14,14,"500038"
"347",4200000,4,1,9600,1.5,0,0,4,1750,0,65,65,"500006"
"348",9000000,3,1,77972,1,0,0,3,1330,0,91,65,"500033"
"349",6799000,3,2.5,5750,2,0,2,3,1980,460,19,19,"500116"
"350",4630000,3,2.5,29970,2,0,0,3,1640,0,27,27,"500053"
"351",3800000,5,2.5,11340,2,0,0,4,2760,0,41,41,"500059"
"352",3295000,4,2.5,7912,2,0,0,3,1820,0,25,25,"500038"
"353",6049500,3,2.5,5608,1,0,0,3,1340,770,6,6,"500033"
"354",7950000,5,2.5,9570,1,0,2,4,1640,1400,53,53,"500006"
"355",4650000,3,2,40438,2,0,0,3,1840,0,25,25,"500045"
"356",6730000,4,2.5,10400,2,0,0,3,2990,0,17,17,"500166"
"357",8100000,4,2.5,15420,2,0,0,3,3520,0,28,28,"500074"
"358",7850000,4,2.75,69415,1,0,0,4,1910,530,30,30,"500075"
"359",3380000,4,3,7500,1,0,0,3,1370,720,33,33,"500056"
"360",2800000,3,2.25,7222,2,0,0,3,1430,0,26,26,"500056"
"361",3150000,4,2.25,10754,1,0,0,5,1100,1080,65,65,"500133"
"362",5300000,4,2.25,10754,1,0,0,5,1100,1080,65,65,"500133"
"363",3800000,5,3,9914,2,0,0,3,3450,0,15,15,"500023"
"364",2970000,3,2.25,7562,2,0,0,3,1450,0,25,25,"500056"
"365",7300000,4,2.5,7331,2,0,0,3,3230,0,15,15,"500075"
"366",4500000,3,1.75,13500,1,0,0,3,1110,530,79,79,"500125"
"367",2750000,3,3,7750,1,0,0,3,1060,530,22,22,"500038"
"368",5950000,4,2,2849,2,0,0,3,2020,0,59,59,"500115"
"369",2700000,2,1.5,209959,1,0,0,1,1380,0,65,65,"500011"
