"","price","bedrooms","bathrooms","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode"
"120",5350000,4,1,2982,1.5,0,0,4,1610,0,94,94,"500144"
"121",6600000,3,2.5,6474,1,0,2,3,1560,840,55,55,"500177"
"122",3915000,3,2,9132,1,0,0,3,1450,0,32,32,"500034"
"123",3950000,2,1,6000,1,0,0,3,770,0,66,66,"500117"
"125",7700000,3,2.25,10204,2,0,0,3,2910,0,29,29,"500052"
"126",14500000,4,2.75,17789,1.5,0,0,3,1980,770,105,27,"500004"
"127",4450000,3,2.25,8201,1,0,2,3,1620,480,52,52,"500178"
"128",2600000,4,2.25,8811,1,0,0,3,1360,800,41,41,"500023"
"129",8225000,5,3.5,4960,2,0,0,5,1720,600,93,93,"500103"
"130",4300000,NA,2.5,4310,2,0,0,3,2070,0,15,15,"500065"
"131",2120000,3,1.75,7875,1,0,0,4,1060,0,33,33,"500092"
"132",6605000,4,2.25,9603,1,0,0,3,1440,570,33,33,"500027"
"133",7840000,3,3.5,NA,1.5,0,0,3,2460,1490,30,30,"500052"
"134",4532460,3,2.5,2287,2,0,0,3,1390,620,5,5,"500029"
"135",6750000,4,3.5,2278,3,0,0,3,2140,0,14,14,"500107"
"136",1990000,3,1.75,17390,1,0,0,4,1320,0,63,63,"500003"
"137",2200000,4,1.75,7840,1,0,0,3,1010,1010,51,51,"500003"
"138",4520000,4,2.25,10002,1,0,0,4,1340,1250,51,51,"500028"
"139",3825000,2,1,4440,1,0,0,3,1190,0,38,38,"500125"
"140",5199500,3,2.25,1249,3,0,0,3,1170,0,5,5,"500107"
"141",6650000,2,1,3200,1,0,0,3,1110,0,94,94,"500119"
"142",5277000,5,2.5,9375,1,0,0,4,1550,1270,51,51,"500006"
"143",2050000,3,1,8579,1,0,0,4,1010,600,57,57,"500058"
"144",4200000,3,1,8097,1,0,0,4,940,120,96,96,"500133"
"145",5000000,4,2.25,8517,1,0,0,4,1380,650,58,58,"500006"
"146",9215000,4,2.5,NA,2,0,0,4,3670,0,25,25,"500077"
"147",8900000,4,1,4000,2,0,0,3,2370,180,114,114,"500109"
"148",4300000,2,2.5,NA,2,0,0,3,2420,0,12,12,"500027"
"149",2580000,5,2,12500,1,0,0,4,1130,1130,59,59,"500032"
"150",5110000,3,1,3455,1,0,0,3,980,450,72,72,"500103"
"151",5321700,3,2,3090,2,0,0,3,1360,0,29,29,"500103"
"152",5600000,3,1,5000,1.5,0,0,3,1110,0,72,72,"500107"
"153",2829500,3,1,8200,1,0,0,4,1250,0,65,65,"500003"
"154",22500000,4,3.25,19850,2,0,3,3,3540,1640,13,13,"500006"
"155",3500000,1,1,5100,1,0,0,3,700,0,77,77,"500115"
"156",2150000,3,1,7669,1,0,0,4,1180,0,52,52,"500058"
"157",6500000,5,3.5,NA,2,0,0,3,2500,1460,23,23,"500056"
"158",3200000,4,2.75,7500,1,0,0,3,1620,1020,52,52,"500023"
"159",2470000,3,2,7198,1.5,0,0,3,1270,0,103,6,"500022"
"160",3200000,4,1.75,11180,1,0,0,4,1760,0,51,51,"500059"
"161",2550000,5,2.25,8632,1,0,0,3,1030,1030,57,57,"500146"
"162",4380000,3,1.75,9660,1,0,0,3,1780,0,57,57,"500034"
"163",9000000,3,2.5,16603,2,0,0,3,3400,0,19,19,"500075"
"164",4410000,3,2.75,7280,1,0,0,3,1160,750,40,40,"500034"
"165",4200000,3,2,NA,1,0,0,4,1010,1010,44,44,"500027"
"166",3700000,3,1.75,7000,1,0,0,3,1180,400,43,43,"500034"
"167",2699500,2,1.75,7250,1,0,0,5,700,640,70,70,"500198"
"168",8071000,4,2.5,4499,2,0,0,3,2680,0,20,20,"500006"
"169",6530000,3,2.5,9750,1,0,0,4,1610,1070,40,40,"500034"
"170",3715000,3,2,8336,1,0,0,5,1370,0,55,55,"500133"
"171",2840000,3,1.75,21000,1,0,0,3,1560,0,65,65,"500166"
"172",2720000,3,1.75,7140,1,0,0,4,1670,490,41,41,"500023"
"173",3130000,3,1.5,7912,1.5,0,0,3,1340,0,64,64,"500133"
"174",9175000,4,2.5,NA,2,0,0,3,2570,1310,35,35,"500033"
"175",6730000,4,2.25,8190,2,0,0,4,2590,0,39,39,"500006"
"176",4250000,3,2.5,1100,2,0,0,3,820,300,11,11,"500122"
"177",3999500,5,2.75,5400,1,0,0,3,1320,650,33,33,"500144"
"178",3850000,3,1,4800,1,0,0,3,1220,0,118,118,"500122"
"179",2699500,3,1.5,7560,1,0,2,4,1320,630,44,44,"500022"
"180",3300000,2,1,8220,1,0,0,3,1060,290,70,70,"500177"
"181",2600000,3,2.5,5797,2,0,0,3,1670,0,31,31,"500030"
"182",4700000,4,3,5125,1.5,0,0,4,1680,700,94,94,"500126"
"183",5890000,4,3,9600,2,0,0,5,2440,0,58,58,"500034"
"184",1635000,2,1.5,3419,2,0,0,3,1050,0,23,23,"500038"
"185",8350000,4,2.75,13412,2,0,0,3,2140,990,26,26,"500052"
"186",11000000,5,3,12850,1,0,2,4,2090,2000,33,33,"500033"
"187",2690000,4,1.75,10000,1,0,0,4,1100,390,50,50,"500023"
"188",5600000,3,2.5,8744,2,0,0,3,1900,0,32,32,"500074"
"189",6150000,4,1,2400,1.5,0,0,4,1330,0,118,118,"500103"
"190",5851880,3,2.25,10026,1,0,0,3,1430,800,44,44,"500052"
"191",3050000,3,1.75,9480,1,0,0,3,1220,430,42,42,"500034"
"192",1669500,3,1,8820,1,0,0,3,1190,0,60,60,"500058"
"193",7990000,3,2.5,9897,1,0,0,4,2140,0,60,60,"500040"
"194",4000000,3,2.5,7508,1,0,0,4,1420,760,57,57,"500133"
"195",2300000,3,1,10228,1,0,0,3,1060,0,71,71,"500155"
"196",2568830,3,2.5,5025,2,0,0,3,1690,0,16,16,"500023"
"197",4230000,4,2,6480,1.5,0,0,5,1130,840,99,99,"500108"
"198",4650000,3,2.5,4084,2,0,0,3,2150,0,12,12,"500126"
"199",4400000,3,2.5,NA,2,0,0,3,1910,0,22,22,"500024"
"201",2100000,NA,1,11725,1,0,0,4,860,0,76,76,"500056"
"202",2970000,3,2.5,14952,2,0,0,3,1940,0,25,25,"500042"
"204",2265000,3,1.5,7370,1,0,0,4,900,400,43,43,"500023"
"205",2742500,3,1,8450,1,0,0,4,910,0,57,57,"500059"
"206",8400000,4,1.75,11010,1,0,0,4,1630,850,53,53,"500040"
"207",6779000,3,2.5,4587,2,0,0,3,2440,0,9,9,"500052"
"208",4250000,3,1,5864,1,0,0,3,1010,0,104,104,"500116"
"209",1802500,2,0.75,9600,1,0,0,3,900,0,78,78,"500166"
"210",4640000,6,3,3404,2,0,0,3,1600,700,99,25,"500133"
"211",3200000,4,2.25,7579,2,0,0,3,1550,0,26,26,"500038"
"212",6255040,3,2.25,1566,2,0,0,3,1060,210,5,5,"500105"
"213",5925000,4,2.5,12032,1,0,0,3,2240,0,36,36,"500074"
"214",4650000,3,2.5,17936,2,0,0,3,2714,0,14,14,"500001"
"215",4770000,4,2.75,6270,2,0,0,3,1720,0,41,41,"500118"
"216",2800000,2,1,16400,1,0,0,3,850,0,96,96,"500168"
"217",15100000,5,3,NA,1,0,3,3,1870,1430,62,28,"500040"
"218",4458380,3,2.5,5692,2,0,0,3,2250,0,19,19,"500146"
"219",10700000,2,2.25,14864,1,0,3,3,1950,1950,72,72,"500144"
"220",4670000,2,1.5,10800,1,0,0,4,1320,0,72,72,"500177"
"221",6860000,4,2.5,6440,2,0,0,3,2760,0,20,20,"500075"
"222",2799500,3,2,9750,1,0,0,3,1350,400,58,58,"500198"
"223",5270000,4,2.25,19436,2,0,0,3,2330,0,32,32,"500011"
"224",3250000,3,2.25,16020,1,0,0,4,1780,440,53,53,"500030"
"225",3280000,3,2.25,8379,2,0,0,3,2020,0,25,25,"500038"
"226",3900000,3,2.25,7500,1,0,0,5,1250,0,77,77,"500146"
"227",4799500,2,2,6516,1,0,0,3,1510,0,14,14,"500053"
"228",2649500,4,2.25,9753,1,0,0,4,1120,600,41,41,"500023"
"229",2350000,3,1,15246,1,0,0,4,980,450,58,58,"500031"
"230",5165000,3,2.5,4729,2,0,0,3,1480,0,15,15,"500053"
"231",6550000,2,1.75,15798,2,1,4,3,1230,220,104,41,"500166"
"232",5000000,4,2.75,15347,1,0,0,5,2280,0,59,59,"500059"
"233",3150000,6,2.75,7350,1,0,0,3,1780,1160,41,41,"500023"
"234",2130000,2,1,10200,1,0,0,3,1000,0,58,58,"500024"
"235",4750000,3,1.5,5280,1.5,0,0,5,1620,860,72,72,"500108"
"236",10300000,5,4,NA,2,0,0,3,3760,0,36,36,"500033"
"237",4160000,3,2,NA,1,0,0,5,1640,580,43,43,"500010"
"238",4100000,4,1,4740,1.5,0,0,3,1670,300,115,14,"500122"
"239",8000000,3,3.5,NA,2,0,0,3,3530,300,26,26,"500077"
"240",4720000,6,2.5,14034,1,0,2,4,2350,2060,54,54,"500003"
"241",2250000,3,1.75,8505,1,0,0,4,1430,0,51,51,"500003"
"242",2100000,2,1,6000,1,0,0,3,830,0,79,79,"500126"
"243",4550000,2,1,5000,1.5,0,0,2,1430,0,94,94,"500115"
"244",2250000,3,1,8316,1,0,0,4,1300,0,65,65,"500002"
"245",4800000,NA,1,3060,1,0,2,4,790,240,101,101,"500103"
"246",3630000,3,2.5,11872,2,0,0,3,2740,0,29,29,"500023"
"247",24000000,4,2.5,8354,1,1,4,3,1830,1820,19,19,"500074"
"248",1810000,2,1.5,5120,1,0,0,3,720,0,65,65,"500106"
"249",2500000,4,2,7312,1,0,0,4,2010,0,43,43,"500002"
"250",4810000,3,1.75,3000,1,0,0,4,770,790,101,101,"500103"
"251",2600000,3,2,7209,1,0,0,4,1240,570,41,41,"500032"
"252",4550000,4,2.5,7685,2,0,0,3,3360,0,18,18,"500058"
"254",3495000,3,1,3538,1,0,0,3,800,600,66,66,"500118"
"255",2450000,3,2.5,7442,2,0,0,3,1730,0,32,32,"500030"
"256",5925000,2,2,9191,1.5,0,2,5,1420,0,91,91,"500115"
"257",3850000,4,1.75,7620,1,0,0,4,1180,1180,64,64,"500106"
"258",3150000,NA,1.75,11455,1,0,0,4,1200,380,45,45,"500059"
"259",2550000,3,1,10170,1,0,0,3,1230,0,40,40,"500045"
"261",7800000,3,1,4400,1.5,0,0,3,1460,200,108,108,"500112"
"262",2370000,3,1.75,8470,1,0,0,4,1270,0,59,59,"500198"
"263",5250000,3,2.25,NA,2,0,0,3,1320,780,40,40,"500074"
"264",4250000,2,1,5040,1,0,0,3,770,0,89,89,"500144"
"265",3699000,1,0.75,10079,1,1,4,5,760,0,83,83,"500070"
"266",2900000,4,2.5,7280,2,0,0,4,1700,0,31,31,"500031"
"267",2850000,3,1,10701,1,0,0,3,1120,0,65,65,"500106"
"268",4150000,2,1,4500,1,0,0,3,1070,0,82,82,"500115"
"269",2725000,3,2.5,9900,1,0,0,3,1420,650,40,40,"500023"
"270",29000000,4,3.25,20100,1.5,0,2,3,4750,300,37,11,"500004"
"271",13700000,4,4.75,NA,2,0,0,4,5310,0,30,30,"500077"
"272",4360000,2,1,7538,1,0,0,4,1040,0,80,80,"500133"
"273",2100000,3,1,11390,1,0,0,4,1700,0,52,52,"500003"
"274",2360000,3,1,5898,1,0,0,3,1300,0,58,58,"500178"
"275",3310000,3,1.75,1306,1,0,0,3,580,500,65,16,"500199"
"276",3650000,3,2.5,4510,2,0,0,3,2653,0,13,13,"500031"
"277",4500000,3,2,16258,1,0,0,5,2290,0,59,59,"500058"
"278",7700000,4,2.75,NA,2,0,0,3,2850,970,5,5,"500028"
"279",4550000,4,2.5,NA,1,0,0,3,2210,0,22,22,"500038"
"280",4050000,3,1.75,6000,1,0,0,3,1240,1150,111,111,"500118"
"281",3049000,4,1.75,11325,1,0,0,4,1610,990,50,50,"500031"
"282",1700000,2,1,5265,1,0,0,3,860,0,88,88,"500178"
"283",20500000,5,3,8480,2,0,1,5,2630,1200,114,25,"500122"
"284",7800000,4,2.5,7048,2,0,0,3,3500,0,14,14,"500053"
"285",3300000,3,3,13959,1,0,0,4,1740,680,31,31,"500028"
"286",3700000,4,2.5,8666,2,0,0,3,2720,0,27,27,"500030"
"287",4670000,5,2.25,13500,1,0,0,3,1850,650,40,40,"500072"
"288",4050000,3,1.75,6720,1,0,0,3,1140,530,39,39,"500034"
"289",6750000,5,2.25,10300,1,0,0,3,1450,1450,34,34,"500006"
"290",5000000,2,1,14100,1,0,0,4,1140,500,65,65,"500006"
"291",3899990,4,2.5,15770,2,0,0,4,1890,0,51,51,"500166"
"292",6300000,4,1.75,9025,1,0,2,4,1780,1170,44,44,"500034"
"293",3600000,4,2.5,9528,2,0,0,3,2160,0,27,27,"500001"
"294",5800000,4,3,11060,2,0,0,3,2270,1010,33,33,"500056"
"295",5500000,3,2,4166,2,0,3,5,1270,700,90,90,"500126"
"296",8790000,4,2.5,22111,2,0,0,3,3360,0,25,25,"500075"
"297",2650000,3,2,8959,1,0,0,3,1320,0,26,26,"500042"
"298",4465000,3,2.5,7286,2,0,0,3,2650,0,29,29,"500059"
"299",4040000,3,1.5,8880,1,0,0,3,1330,700,56,56,"500108"
"300",2675000,3,1.75,11914,1,0,2,3,1090,500,62,62,"500188"
"301",30800000,4,5,18641,1,1,4,3,2600,1950,17,17,"500074"
"302",3350000,NA,2.5,7632,2,0,0,3,2440,0,21,21,"500003"
"303",5760000,3,2.5,9000,1,0,0,4,970,970,71,71,"500117"
"304",2086330,3,2.5,3810,2,0,0,3,2040,0,13,13,"500038"
"305",3150000,3,2.25,8750,1,0,0,4,1120,1080,55,55,"500166"
"306",7250000,3,1.75,3300,1,0,0,4,960,960,106,106,"500112"
"307",5500000,4,2.75,7750,1,0,0,4,1400,400,54,54,"500177"
"308",6107500,4,2.25,7297,2,0,0,3,2180,0,35,35,"500074"
"309",5507000,2,1,5000,1.5,0,0,4,1010,0,111,111,"500105"
"310",6650000,4,2.75,10574,2,0,0,5,2220,1100,59,59,"500056"
"311",8340000,4,2.5,4000,1.5,0,2,5,1980,390,91,91,"500144"
"312",2010000,5,1.75,NA,1.5,0,0,3,1660,0,104,104,"500065"
"313",23800000,5,2.5,9050,2,0,4,5,3370,280,98,98,"500119"
"314",13800000,4,3.25,12103,1,0,3,3,2690,1600,22,22,"500006"
"315",14000000,4,3.25,12103,1,0,3,3,2690,1600,22,22,"500006"
"316",3050000,4,2.25,7700,1,0,0,3,1350,600,40,40,"500058"
"317",4870000,3,2,14052,1,0,0,5,1720,870,71,71,"500133"
"320",2687500,4,1,8775,1,0,0,3,800,0,76,76,"500166"
"321",8199000,5,2.75,7119,2,0,0,3,3150,0,6,6,"500052"
"322",5200000,3,2.25,16200,2,0,0,3,2030,0,35,35,"500027"
"323",2300000,3,2,11204,1,0,0,3,1450,0,16,16,"500001"
"324",2400000,3,1.75,10248,1,0,0,3,1510,0,50,50,"500023"
"325",2320000,2,1,12092,1,0,0,3,960,280,97,35,"500146"
"326",2405000,2,1,12092,1,0,0,3,960,280,97,35,"500146"
"327",2749750,3,2.5,NA,2,0,0,3,3030,0,32,32,"500077"
"328",7400000,4,2,4400,1.5,0,0,4,2050,0,97,97,"500102"
"329",1863750,3,1,7636,1,0,0,2,1000,0,67,67,"500166"
"330",7900000,3,2.25,10289,1,0,0,4,1590,780,42,42,"500005"
"331",8800000,4,3.5,6750,2,0,0,3,1890,910,68,17,"500105"
"332",2790000,6,1.75,11180,2,0,0,4,2240,0,64,64,"500198"
"333",2950000,3,2,10530,1,0,2,3,1810,0,28,28,"500022"
"334",6400000,2,1,5000,1,0,0,3,1070,0,95,95,"500103"
"335",9400000,4,2,9525,2,0,0,5,2490,0,51,51,"500040"
"336",2600000,4,2.5,5238,2,0,0,3,1960,0,16,16,"500038"
"337",5599000,3,2.75,5569,1,0,0,3,1860,1070,15,15,"500072"
"338",7915000,4,2,3500,1.5,0,0,5,1510,0,108,108,"500103"
"339",2650000,3,1.75,8250,1,0,0,3,1420,0,65,65,"500133"
"340",2450000,3,1.75,11547,1,0,0,3,1740,0,65,65,"500178"
"341",4850000,4,1.75,NA,2,0,0,4,2560,0,57,57,"500052"
"342",6840000,4,3.5,8414,2,0,0,3,2420,620,9,9,"500059"
"343",4250000,3,1.75,6840,1,0,0,3,1300,1200,62,62,"500125"
"345",5522500,4,2.5,5823,2,0,0,3,2580,0,17,17,"500065"
"346",1650000,4,1,7134,1,0,0,3,1000,0,76,76,"500178"
"347",2399000,4,1,7134,1,0,0,3,1000,0,76,76,"500178"
"348",3200000,2,1,NA,1,0,0,4,1070,0,89,89,"500059"
"349",2066000,3,2,13464,1,0,0,4,1390,0,32,32,"500030"
"350",3870000,4,1.75,7690,1,0,0,3,1250,1250,46,46,"500155"
"351",2990000,1,0.75,12120,1,0,0,3,560,0,52,52,"500014"
"352",8550000,4,2.75,10460,2,0,0,3,2270,0,54,54,"500040"
"353",3150000,3,1,14400,1,0,0,4,1300,600,65,65,"500166"
"354",4375000,2,1,3120,1,0,2,5,790,200,112,112,"500103"
"355",2520000,4,1.5,19800,1,0,0,4,1050,500,50,50,"500001"
"356",3750000,NA,1.75,7475,1,0,0,5,1100,1100,64,64,"500118"
"357",3000000,NA,2.5,4862,2,0,0,3,1910,0,14,14,"500038"
"358",4200000,4,1,9600,1.5,0,0,4,1750,0,65,65,"500006"
"359",9000000,3,1,NA,1,0,0,3,1330,0,91,65,"500033"
"360",6799000,3,2.5,5750,2,0,2,3,1980,460,19,19,"500116"
"361",4630000,3,2.5,NA,2,0,0,3,1640,0,27,27,"500053"
"362",3800000,5,2.5,11340,2,0,0,4,2760,0,41,41,"500059"
"363",3295000,4,2.5,7912,2,0,0,3,1820,0,25,25,"500038"
"364",6049500,3,2.5,5608,1,0,0,3,1340,770,6,6,"500033"
"365",7950000,5,2.5,9570,1,0,2,4,1640,1400,53,53,"500006"
"366",4650000,3,2,NA,2,0,0,3,1840,0,25,25,"500045"
"367",6730000,4,2.5,10400,2,0,0,3,2990,0,17,17,"500166"
"368",8100000,4,2.5,15420,2,0,0,3,3520,0,28,28,"500074"
"369",7850000,4,2.75,NA,1,0,0,4,1910,530,30,30,"500075"
"370",3380000,4,3,7500,1,0,0,3,1370,720,33,33,"500056"
"371",2800000,3,2.25,7222,2,0,0,3,1430,0,26,26,"500056"
"372",3150000,4,2.25,10754,1,0,0,5,1100,1080,65,65,"500133"
"373",5300000,4,2.25,10754,1,0,0,5,1100,1080,65,65,"500133"
"374",3800000,5,3,9914,2,0,0,3,3450,0,15,15,"500023"
"375",2970000,3,2.25,7562,2,0,0,3,1450,0,25,25,"500056"
"376",7300000,4,2.5,7331,2,0,0,3,3230,0,15,15,"500075"
"377",4500000,3,1.75,13500,1,0,0,3,1110,530,79,79,"500125"
"378",2750000,3,3,7750,1,0,0,3,1060,530,22,22,"500038"
"379",5950000,4,2,2849,2,0,0,3,2020,0,59,59,"500115"
"381",2700000,2,1.5,NA,1,0,0,1,1380,0,65,65,"500011"
